callsign,status,licence_class,suffix
20DGL,Available,Intermediate,DGL
20DGM,Available,Intermediate,DGM
20DGN,Available,Intermediate,DGN
20DGO,Available,Intermediate,DGO
20DGP,Available,Intermediate,DGP
20DGQ,Available,Intermediate,DGQ
20DGR,Available,Intermediate,DGR
20DGT,Available,Intermediate,DGT
20DGU,Available,Intermediate,DGU
20DGV,Available,Intermediate,DGV
20DGX,Available,Intermediate,DGX
20DGY,Available,Intermediate,DGY
20DGZ,Available,Intermediate,DGZ
20DHC,Available,Intermediate,DHC
20DHD,Available,Intermediate,DHD
20DHE,Available,Intermediate,DHE
20DHF,Available,Intermediate,DHF
20DHG,Available,Intermediate,DHG
20DHH,Available,Intermediate,DHH
20DHI,Available,Intermediate,DHI
20DHJ,Available,Intermediate,DHJ
20DHK,Available,Intermediate,DHK
20DHM,Available,Intermediate,DHM
20DHN,Available,Intermediate,DHN
20DHO,Available,Intermediate,DHO
20DHQ,Available,Intermediate,DHQ
20DHU,Available,Intermediate,DHU
20DHV,Available,Intermediate,DHV
20DHX,Available,Intermediate,DHX
20DHY,Available,Intermediate,DHY
20DHZ,Available,Intermediate,DHZ
20DIA,Available,Intermediate,DIA
20DIB,Available,Intermediate,DIB
20DIF,Available,Intermediate,DIF
20DIH,Available,Intermediate,DIH
20DII,Available,Intermediate,DII
20DIJ,Available,Intermediate,DIJ
20DIP,Available,Intermediate,DIP
20DIQ,Available,Intermediate,DIQ
20DIR,Available,Intermediate,DIR
20DIS,Available,Intermediate,DIS
20DIU,Available,Intermediate,DIU
20DIW,Available,Intermediate,DIW
20DIZ,Available,Intermediate,DIZ
20DJG,Available,Intermediate,DJG
20DJJ,Available,Intermediate,DJJ
20DJN,Available,Intermediate,DJN
20DJO,Available,Intermediate,DJO
20DJU,Available,Intermediate,DJU
20DJV,Available,Intermediate,DJV
20DJX,Available,Intermediate,DJX
20DJY,Available,Intermediate,DJY
20DJZ,Available,Intermediate,DJZ
20DKA,Available,Intermediate,DKA
20DKC,Available,Intermediate,DKC
20DKE,Available,Intermediate,DKE
20DKF,Available,Intermediate,DKF
20DKJ,Available,Intermediate,DKJ
20DKK,Available,Intermediate,DKK
20DKN,Available,Intermediate,DKN
20DKO,Available,Intermediate,DKO
20DKP,Available,Intermediate,DKP
20DKQ,Available,Intermediate,DKQ
20DKT,Available,Intermediate,DKT
20DKU,Available,Intermediate,DKU
20DKV,Available,Intermediate,DKV
20DKY,Available,Intermediate,DKY
20DLF,Available,Intermediate,DLF
20DLG,Available,Intermediate,DLG
20DLK,Available,Intermediate,DLK
20DLO,Available,Intermediate,DLO
20DLQ,Available,Intermediate,DLQ
20DLR,Available,Intermediate,DLR
20DLT,Available,Intermediate,DLT
20DLU,Available,Intermediate,DLU
20DLV,Available,Intermediate,DLV
20DLY,Available,Intermediate,DLY
20DMH,Available,Intermediate,DMH
20DMI,Available,Intermediate,DMI
20DML,Available,Intermediate,DML
20DMN,Available,Intermediate,DMN
20DMU,Available,Intermediate,DMU
20DMV,Available,Intermediate,DMV
20DMY,Available,Intermediate,DMY
20DNA,Available,Intermediate,DNA
20DNE,Available,Intermediate,DNE
20DNH,Available,Intermediate,DNH
20DNK,Available,Intermediate,DNK
20DNQ,Available,Intermediate,DNQ
20DNR,Available,Intermediate,DNR
20DNS,Available,Intermediate,DNS
20DNU,Available,Intermediate,DNU
20DNV,Available,Intermediate,DNV
20DNW,Available,Intermediate,DNW
20DNX,Available,Intermediate,DNX
20DNY,Available,Intermediate,DNY
20DNZ,Available,Intermediate,DNZ
20DOE,Available,Intermediate,DOE
20DOI,Available,Intermediate,DOI
20DOL,Available,Intermediate,DOL
20DOP,Available,Intermediate,DOP
20DOQ,Available,Intermediate,DOQ
20DOU,Available,Intermediate,DOU
20DOV,Available,Intermediate,DOV
20DOW,Available,Intermediate,DOW
20DOY,Available,Intermediate,DOY
20DOZ,Available,Intermediate,DOZ
20DPD,Available,Intermediate,DPD
20DPE,Available,Intermediate,DPE
20DPF,Available,Intermediate,DPF
20DPJ,Available,Intermediate,DPJ
20DPL,Available,Intermediate,DPL
20DPN,Available,Intermediate,DPN
20DPO,Available,Intermediate,DPO
20DPS,Available,Intermediate,DPS
20DPT,Available,Intermediate,DPT
20DPU,Available,Intermediate,DPU
20DPV,Available,Intermediate,DPV
20DPX,Available,Intermediate,DPX
20DPZ,Available,Intermediate,DPZ
20DQA,Available,Intermediate,DQA
20DQB,Available,Intermediate,DQB
20DQC,Available,Intermediate,DQC
20DQD,Available,Intermediate,DQD
20DQE,Available,Intermediate,DQE
20DQF,Available,Intermediate,DQF
20DQG,Available,Intermediate,DQG
20DQH,Available,Intermediate,DQH
20DQI,Available,Intermediate,DQI
20DQJ,Available,Intermediate,DQJ
20DQK,Available,Intermediate,DQK
20DQL,Available,Intermediate,DQL
20DQM,Available,Intermediate,DQM
20DQN,Available,Intermediate,DQN
20DQO,Available,Intermediate,DQO
20DQQ,Available,Intermediate,DQQ
20DQT,Available,Intermediate,DQT
20DQU,Available,Intermediate,DQU
20DQV,Available,Intermediate,DQV
20DQW,Available,Intermediate,DQW
20DQX,Available,Intermediate,DQX
20DQY,Available,Intermediate,DQY
20DQZ,Available,Intermediate,DQZ
20DRG,Available,Intermediate,DRG
20DRI,Available,Intermediate,DRI
20DRJ,Available,Intermediate,DRJ
20DRL,Available,Intermediate,DRL
20DRO,Available,Intermediate,DRO
20DRQ,Available,Intermediate,DRQ
20DRY,Available,Intermediate,DRY
20DSD,Available,Intermediate,DSD
20DSE,Available,Intermediate,DSE
20DSH,Available,Intermediate,DSH
20DSI,Available,Intermediate,DSI
20DSJ,Available,Intermediate,DSJ
20DSO,Available,Intermediate,DSO
20DSQ,Available,Intermediate,DSQ
20DSS,Available,Intermediate,DSS
20DST,Available,Intermediate,DST
20DSU,Available,Intermediate,DSU
20DSV,Available,Intermediate,DSV
20DSX,Available,Intermediate,DSX
20DSY,Available,Intermediate,DSY
20DSZ,Available,Intermediate,DSZ
20DTE,Available,Intermediate,DTE
20DTF,Available,Intermediate,DTF
20DTJ,Available,Intermediate,DTJ
20DTM,Available,Intermediate,DTM
20DTP,Available,Intermediate,DTP
20DTQ,Available,Intermediate,DTQ
20DTS,Available,Intermediate,DTS
20DTT,Available,Intermediate,DTT
20DTU,Available,Intermediate,DTU
20DTX,Available,Intermediate,DTX
20DTY,Available,Intermediate,DTY
20DUA,Available,Intermediate,DUA
20DUC,Available,Intermediate,DUC
20DUE,Available,Intermediate,DUE
20DUF,Available,Intermediate,DUF
20DUH,Available,Intermediate,DUH
20DUI,Available,Intermediate,DUI
20DUJ,Available,Intermediate,DUJ
20DUM,Available,Intermediate,DUM
20DUO,Available,Intermediate,DUO
20DUP,Available,Intermediate,DUP
20DUQ,Available,Intermediate,DUQ
20DUR,Available,Intermediate,DUR
20DUS,Available,Intermediate,DUS
20DUT,Available,Intermediate,DUT
20DUU,Available,Intermediate,DUU
20DUV,Available,Intermediate,DUV
20DUW,Available,Intermediate,DUW
20DUX,Available,Intermediate,DUX
20DUY,Available,Intermediate,DUY
20DUZ,Available,Intermediate,DUZ
20DVF,Available,Intermediate,DVF
20DVG,Available,Intermediate,DVG
20DVI,Available,Intermediate,DVI
20DVJ,Available,Intermediate,DVJ
20DVK,Available,Intermediate,DVK
20DVM,Available,Intermediate,DVM
20DVO,Available,Intermediate,DVO
20DVQ,Available,Intermediate,DVQ
20DVR,Available,Intermediate,DVR
20DVS,Available,Intermediate,DVS
20DVT,Available,Intermediate,DVT
20DVU,Available,Intermediate,DVU
20DVV,Available,Intermediate,DVV
20DVW,Available,Intermediate,DVW
20DVY,Available,Intermediate,DVY
20DVZ,Available,Intermediate,DVZ
20DWA,Available,Intermediate,DWA
20DWD,Available,Intermediate,DWD
20DWE,Available,Intermediate,DWE
20DWF,Available,Intermediate,DWF
20DWG,Available,Intermediate,DWG
20DWH,Available,Intermediate,DWH
20DWK,Available,Intermediate,DWK
20DWO,Available,Intermediate,DWO
20DWP,Available,Intermediate,DWP
20DWQ,Available,Intermediate,DWQ
20DWU,Available,Intermediate,DWU
20DWV,Available,Intermediate,DWV
20DWW,Available,Intermediate,DWW
20DWX,Available,Intermediate,DWX
20DWY,Available,Intermediate,DWY
20DWZ,Available,Intermediate,DWZ
20DXB,Available,Intermediate,DXB
20DXE,Available,Intermediate,DXE
20DXF,Available,Intermediate,DXF
20DXH,Available,Intermediate,DXH
20DXI,Available,Intermediate,DXI
20DXJ,Available,Intermediate,DXJ
20DXK,Available,Intermediate,DXK
20DXL,Available,Intermediate,DXL
20DXQ,Available,Intermediate,DXQ
20DXS,Available,Intermediate,DXS
20DXW,Available,Intermediate,DXW
20DXZ,Available,Intermediate,DXZ
20DYA,Available,Intermediate,DYA
20DYD,Available,Intermediate,DYD
20DYE,Available,Intermediate,DYE
20DYF,Available,Intermediate,DYF
20DYG,Available,Intermediate,DYG
20DYH,Available,Intermediate,DYH
20DYI,Available,Intermediate,DYI
20DYJ,Available,Intermediate,DYJ
20DYK,Available,Intermediate,DYK
20DYL,Available,Intermediate,DYL
20DYN,Available,Intermediate,DYN
20DYO,Available,Intermediate,DYO
20DYP,Available,Intermediate,DYP
20DYQ,Available,Intermediate,DYQ
20DYR,Available,Intermediate,DYR
20DYS,Available,Intermediate,DYS
20DYT,Available,Intermediate,DYT
20DYU,Available,Intermediate,DYU
20DYV,Available,Intermediate,DYV
20DYW,Available,Intermediate,DYW
20DYX,Available,Intermediate,DYX
20DYY,Available,Intermediate,DYY
20DZA,Available,Intermediate,DZA
20DZB,Available,Intermediate,DZB
20DZC,Available,Intermediate,DZC
20DZD,Available,Intermediate,DZD
20DZE,Available,Intermediate,DZE
20DZF,Available,Intermediate,DZF
20DZG,Available,Intermediate,DZG
20DZH,Available,Intermediate,DZH
20DZI,Available,Intermediate,DZI
20DZJ,Available,Intermediate,DZJ
20DZK,Available,Intermediate,DZK
20DZL,Available,Intermediate,DZL
20DZM,Available,Intermediate,DZM
20DZN,Available,Intermediate,DZN
20DZO,Available,Intermediate,DZO
20DZP,Available,Intermediate,DZP
20DZQ,Available,Intermediate,DZQ
20DZR,Available,Intermediate,DZR
20DZT,Available,Intermediate,DZT
20DZU,Available,Intermediate,DZU
20DZW,Available,Intermediate,DZW
20DZX,Available,Intermediate,DZX
20DZY,Available,Intermediate,DZY
20EAV,Available,Intermediate,EAV
20EAX,Available,Intermediate,EAX
20EBD,Available,Intermediate,EBD
20EBE,Available,Intermediate,EBE
20EBF,Available,Intermediate,EBF
20EBG,Available,Intermediate,EBG
20EBH,Available,Intermediate,EBH
20EBI,Available,Intermediate,EBI
20EBK,Available,Intermediate,EBK
20EBL,Available,Intermediate,EBL
20EBN,Available,Intermediate,EBN
20EBP,Available,Intermediate,EBP
20EBQ,Available,Intermediate,EBQ
20EBS,Available,Intermediate,EBS
20EBU,Available,Intermediate,EBU
20EBW,Available,Intermediate,EBW
20EBX,Available,Intermediate,EBX
20EBY,Available,Intermediate,EBY
20EBZ,Available,Intermediate,EBZ
20ECB,Available,Intermediate,ECB
20ECD,Available,Intermediate,ECD
20ECE,Available,Intermediate,ECE
20ECF,Available,Intermediate,ECF
20ECH,Available,Intermediate,ECH
20ECJ,Available,Intermediate,ECJ
20ECK,Available,Intermediate,ECK
20ECL,Available,Intermediate,ECL
20ECM,Available,Intermediate,ECM
20ECN,Available,Intermediate,ECN
20ECO,Available,Intermediate,ECO
20ECP,Available,Intermediate,ECP
20ECQ,Available,Intermediate,ECQ
20ECT,Available,Intermediate,ECT
20ECU,Available,Intermediate,ECU
20ECV,Available,Intermediate,ECV
20ECX,Available,Intermediate,ECX
20ECY,Available,Intermediate,ECY
20EDA,Available,Intermediate,EDA
20EDB,Available,Intermediate,EDB
20EDC,Available,Intermediate,EDC
20EDF,Available,Intermediate,EDF
20EDG,Available,Intermediate,EDG
20EDH,Available,Intermediate,EDH
20EDN,Available,Intermediate,EDN
20EDO,Available,Intermediate,EDO
20EDP,Available,Intermediate,EDP
20EDR,Available,Intermediate,EDR
20EDV,Available,Intermediate,EDV
20EEA,Available,Intermediate,EEA
20EEB,Available,Intermediate,EEB
20EEC,Available,Intermediate,EEC
20EEF,Available,Intermediate,EEF
20EEG,Available,Intermediate,EEG
20EEH,Available,Intermediate,EEH
20EEI,Available,Intermediate,EEI
20EEJ,Available,Intermediate,EEJ
20EEL,Available,Intermediate,EEL
20EEM,Available,Intermediate,EEM
20EEN,Available,Intermediate,EEN
20EEP,Available,Intermediate,EEP
20EEQ,Available,Intermediate,EEQ
20EES,Available,Intermediate,EES
20EEU,Available,Intermediate,EEU
20EEV,Available,Intermediate,EEV
20EEW,Available,Intermediate,EEW
20EEX,Available,Intermediate,EEX
20EEZ,Available,Intermediate,EEZ
20EFD,Available,Intermediate,EFD
20EFF,Available,Intermediate,EFF
20EFG,Available,Intermediate,EFG
20EFJ,Available,Intermediate,EFJ
20EFK,Available,Intermediate,EFK
20EFL,Available,Intermediate,EFL
20EFN,Available,Intermediate,EFN
20EFO,Available,Intermediate,EFO
20EFP,Available,Intermediate,EFP
20EFQ,Available,Intermediate,EFQ
20EFR,Available,Intermediate,EFR
20EFS,Available,Intermediate,EFS
20EFT,Available,Intermediate,EFT
20EFU,Available,Intermediate,EFU
20EFV,Available,Intermediate,EFV
20EFW,Available,Intermediate,EFW
20EFY,Available,Intermediate,EFY
20EFZ,Available,Intermediate,EFZ
20EGA,Available,Intermediate,EGA
20EGB,Available,Intermediate,EGB
20EGC,Available,Intermediate,EGC
20EGD,Available,Intermediate,EGD
20EGE,Available,Intermediate,EGE
20EGF,Available,Intermediate,EGF
20EGH,Available,Intermediate,EGH
20EGJ,Available,Intermediate,EGJ
20EGL,Available,Intermediate,EGL
20EGM,Available,Intermediate,EGM
20EGN,Available,Intermediate,EGN
20EGO,Available,Intermediate,EGO
20EGP,Available,Intermediate,EGP
20EGQ,Available,Intermediate,EGQ
20EGR,Available,Intermediate,EGR
20EGS,Available,Intermediate,EGS
20EGU,Available,Intermediate,EGU
20EGV,Available,Intermediate,EGV
20EGW,Available,Intermediate,EGW
20EGX,Available,Intermediate,EGX
20EGY,Available,Intermediate,EGY
20EGZ,Available,Intermediate,EGZ
20EHA,Available,Intermediate,EHA
20EHC,Available,Intermediate,EHC
20EHD,Available,Intermediate,EHD
20EHE,Available,Intermediate,EHE
20EHF,Available,Intermediate,EHF
20EHG,Available,Intermediate,EHG
20EHH,Available,Intermediate,EHH
20EHI,Available,Intermediate,EHI
20EHJ,Available,Intermediate,EHJ
20EHK,Available,Intermediate,EHK
20EHL,Available,Intermediate,EHL
20EHM,Available,Intermediate,EHM
20EHN,Available,Intermediate,EHN
20EHO,Available,Intermediate,EHO
20EHP,Available,Intermediate,EHP
20EHQ,Available,Intermediate,EHQ
20EHR,Available,Intermediate,EHR
20EHS,Available,Intermediate,EHS
20EHU,Available,Intermediate,EHU
20EHW,Available,Intermediate,EHW
20EHX,Available,Intermediate,EHX
20EHY,Available,Intermediate,EHY
20EHZ,Available,Intermediate,EHZ
20EIA,Available,Intermediate,EIA
20EIC,Available,Intermediate,EIC
20EID,Available,Intermediate,EID
20EIE,Available,Intermediate,EIE
20EIF,Available,Intermediate,EIF
20EIG,Available,Intermediate,EIG
20EIH,Available,Intermediate,EIH
20EII,Available,Intermediate,EII
20EIJ,Available,Intermediate,EIJ
20EIK,Available,Intermediate,EIK
20EIL,Available,Intermediate,EIL
20EIM,Available,Intermediate,EIM
20EIN,Available,Intermediate,EIN
20EIP,Available,Intermediate,EIP
20EIQ,Available,Intermediate,EIQ
20EIT,Available,Intermediate,EIT
20EIU,Available,Intermediate,EIU
20EIV,Available,Intermediate,EIV
20EIX,Available,Intermediate,EIX
20EIY,Available,Intermediate,EIY
20EIZ,Available,Intermediate,EIZ
20EJC,Available,Intermediate,EJC
20EJD,Available,Intermediate,EJD
20EJE,Available,Intermediate,EJE
20EJG,Available,Intermediate,EJG
20EJI,Available,Intermediate,EJI
20EJJ,Available,Intermediate,EJJ
20EJK,Available,Intermediate,EJK
20EJL,Available,Intermediate,EJL
20EJN,Available,Intermediate,EJN
20EJO,Available,Intermediate,EJO
20EJP,Available,Intermediate,EJP
20EJQ,Available,Intermediate,EJQ
20EJR,Available,Intermediate,EJR
20EJU,Available,Intermediate,EJU
20EJV,Available,Intermediate,EJV
20EJY,Available,Intermediate,EJY
20EJZ,Available,Intermediate,EJZ
20EKA,Available,Intermediate,EKA
20EKC,Available,Intermediate,EKC
20EKD,Available,Intermediate,EKD
20EKE,Available,Intermediate,EKE
20EKI,Available,Intermediate,EKI
20EKJ,Available,Intermediate,EKJ
20EKK,Available,Intermediate,EKK
20EKM,Available,Intermediate,EKM
20EKO,Available,Intermediate,EKO
20EKP,Available,Intermediate,EKP
20EKQ,Available,Intermediate,EKQ
20EKS,Available,Intermediate,EKS
20EKT,Available,Intermediate,EKT
20EKU,Available,Intermediate,EKU
20EKV,Available,Intermediate,EKV
20EKW,Available,Intermediate,EKW
20EKX,Available,Intermediate,EKX
20EKY,Available,Intermediate,EKY
20EKZ,Available,Intermediate,EKZ
20ELA,Available,Intermediate,ELA
20ELB,Available,Intermediate,ELB
20ELE,Available,Intermediate,ELE
20ELG,Available,Intermediate,ELG
20ELH,Available,Intermediate,ELH
20ELJ,Available,Intermediate,ELJ
20ELN,Available,Intermediate,ELN
20ELQ,Available,Intermediate,ELQ
20ELR,Available,Intermediate,ELR
20ELS,Available,Intermediate,ELS
20ELU,Available,Intermediate,ELU
20ELX,Available,Intermediate,ELX
20ELZ,Available,Intermediate,ELZ
20EMB,Available,Intermediate,EMB
20EME,Available,Intermediate,EME
20EMH,Available,Intermediate,EMH
20EMK,Available,Intermediate,EMK
20EML,Available,Intermediate,EML
20EMN,Available,Intermediate,EMN
20EMP,Available,Intermediate,EMP
20EMQ,Available,Intermediate,EMQ
20EMU,Available,Intermediate,EMU
20EMY,Available,Intermediate,EMY
20EMZ,Available,Intermediate,EMZ
20ENA,Available,Intermediate,ENA
20ENB,Available,Intermediate,ENB
20ENC,Available,Intermediate,ENC
20ENE,Available,Intermediate,ENE
20ENF,Available,Intermediate,ENF
20ENH,Available,Intermediate,ENH
20ENI,Available,Intermediate,ENI
20ENJ,Available,Intermediate,ENJ
20ENK,Available,Intermediate,ENK
20ENL,Available,Intermediate,ENL
20ENM,Available,Intermediate,ENM
20ENN,Available,Intermediate,ENN
20ENO,Available,Intermediate,ENO
20ENP,Available,Intermediate,ENP
20ENQ,Available,Intermediate,ENQ
20ENR,Available,Intermediate,ENR
20ENS,Available,Intermediate,ENS
20ENU,Available,Intermediate,ENU
20ENV,Available,Intermediate,ENV
20ENX,Available,Intermediate,ENX
20ENY,Available,Intermediate,ENY
20EOA,Available,Intermediate,EOA
20EOC,Available,Intermediate,EOC
20EOH,Available,Intermediate,EOH
20EOI,Available,Intermediate,EOI
20EOK,Available,Intermediate,EOK
20EOL,Available,Intermediate,EOL
20EON,Available,Intermediate,EON
20EOO,Available,Intermediate,EOO
20EOQ,Available,Intermediate,EOQ
20EOR,Available,Intermediate,EOR
20EOT,Available,Intermediate,EOT
20EOV,Available,Intermediate,EOV
20EOX,Available,Intermediate,EOX
20EOY,Available,Intermediate,EOY
20EOZ,Available,Intermediate,EOZ
20EPA,Available,Intermediate,EPA
20EPB,Available,Intermediate,EPB
20EPC,Available,Intermediate,EPC
20EPD,Available,Intermediate,EPD
20EPE,Available,Intermediate,EPE
20EPF,Available,Intermediate,EPF
20EPG,Available,Intermediate,EPG
20EPH,Available,Intermediate,EPH
20EPI,Available,Intermediate,EPI
20EPJ,Available,Intermediate,EPJ
20EPK,Available,Intermediate,EPK
20EPL,Available,Intermediate,EPL
20EPN,Available,Intermediate,EPN
20EPO,Available,Intermediate,EPO
20EPP,Available,Intermediate,EPP
20EPQ,Available,Intermediate,EPQ
20EPS,Available,Intermediate,EPS
20EPU,Available,Intermediate,EPU
20EPV,Available,Intermediate,EPV
20EPX,Available,Intermediate,EPX
20EPY,Available,Intermediate,EPY
20EPZ,Available,Intermediate,EPZ
20EQA,Available,Intermediate,EQA
20EQB,Available,Intermediate,EQB
20EQD,Available,Intermediate,EQD
20EQE,Available,Intermediate,EQE
20EQF,Available,Intermediate,EQF
20EQG,Available,Intermediate,EQG
20EQH,Available,Intermediate,EQH
20EQI,Available,Intermediate,EQI
20EQJ,Available,Intermediate,EQJ
20EQK,Available,Intermediate,EQK
20EQL,Available,Intermediate,EQL
20EQM,Available,Intermediate,EQM
20EQN,Available,Intermediate,EQN
20EQO,Available,Intermediate,EQO
20EQP,Available,Intermediate,EQP
20EQQ,Available,Intermediate,EQQ
20EQT,Available,Intermediate,EQT
20EQU,Available,Intermediate,EQU
20EQV,Available,Intermediate,EQV
20EQW,Available,Intermediate,EQW
20EQX,Available,Intermediate,EQX
20EQY,Available,Intermediate,EQY
20EQZ,Available,Intermediate,EQZ
20ERB,Available,Intermediate,ERB
20ERD,Available,Intermediate,ERD
20ERH,Available,Intermediate,ERH
20ERI,Available,Intermediate,ERI
20ERJ,Available,Intermediate,ERJ
20ERL,Available,Intermediate,ERL
20ERO,Available,Intermediate,ERO
20ERQ,Available,Intermediate,ERQ
20ERR,Available,Intermediate,ERR
20ERU,Available,Intermediate,ERU
20ERW,Available,Intermediate,ERW
20ERX,Available,Intermediate,ERX
20ERY,Available,Intermediate,ERY
20ERZ,Available,Intermediate,ERZ
20ESA,Available,Intermediate,ESA
20ESB,Available,Intermediate,ESB
20ESE,Available,Intermediate,ESE
20ESF,Available,Intermediate,ESF
20ESG,Available,Intermediate,ESG
20ESH,Available,Intermediate,ESH
20ESI,Available,Intermediate,ESI
20ESK,Available,Intermediate,ESK
20ESM,Available,Intermediate,ESM
20ESN,Available,Intermediate,ESN
20ESQ,Available,Intermediate,ESQ
20ESV,Available,Intermediate,ESV
20ESY,Available,Intermediate,ESY
20ESZ,Available,Intermediate,ESZ
20ETD,Available,Intermediate,ETD
20ETF,Available,Intermediate,ETF
20ETG,Available,Intermediate,ETG
20ETI,Available,Intermediate,ETI
20ETJ,Available,Intermediate,ETJ
20ETK,Available,Intermediate,ETK
20ETL,Available,Intermediate,ETL
20ETQ,Available,Intermediate,ETQ
20ETS,Available,Intermediate,ETS
20ETU,Available,Intermediate,ETU
20ETV,Available,Intermediate,ETV
20ETW,Available,Intermediate,ETW
20ETY,Available,Intermediate,ETY
20ETZ,Available,Intermediate,ETZ
20EUA,Available,Intermediate,EUA
20EUB,Available,Intermediate,EUB
20EUC,Available,Intermediate,EUC
20EUD,Available,Intermediate,EUD
20EUE,Available,Intermediate,EUE
20EUF,Available,Intermediate,EUF
20EUG,Available,Intermediate,EUG
20EUH,Available,Intermediate,EUH
20EUI,Available,Intermediate,EUI
20EUJ,Available,Intermediate,EUJ
20EUL,Available,Intermediate,EUL
20EUM,Available,Intermediate,EUM
20EUO,Available,Intermediate,EUO
20EUP,Available,Intermediate,EUP
20EUQ,Available,Intermediate,EUQ
20EUR,Available,Intermediate,EUR
20EUT,Available,Intermediate,EUT
20EUU,Available,Intermediate,EUU
20EUV,Available,Intermediate,EUV
20EUW,Available,Intermediate,EUW
20EUX,Available,Intermediate,EUX
