callsign,status,licence_class,suffix
20GNQ,Available,Amateur Intermediate Radio Licence,GNQ
20GNV,Available,Amateur Intermediate Radio Licence,GNV
20GNX,Available,Amateur Intermediate Radio Licence,GNX
20GNY,Available,Amateur Intermediate Radio Licence,GNY
20GNZ,Available,Amateur Intermediate Radio Licence,GNZ
20GOB,Available,Amateur Intermediate Radio Licence,GOB
20GOC,Available,Amateur Intermediate Radio Licence,GOC
20GOE,Available,Amateur Intermediate Radio Licence,GOE
20GOF,Available,Amateur Intermediate Radio Licence,GOF
20GOG,Available,Amateur Intermediate Radio Licence,GOG
20GOH,Available,Amateur Intermediate Radio Licence,GOH
20GOI,Available,Amateur Intermediate Radio Licence,GOI
20GOJ,Available,Amateur Intermediate Radio Licence,GOJ
20GOK,Available,Amateur Intermediate Radio Licence,GOK
20GOO,Available,Amateur Intermediate Radio Licence,GOO
20GOP,Available,Amateur Intermediate Radio Licence,GOP
20GOT,Available,Amateur Intermediate Radio Licence,GOT
20GOU,Available,Amateur Intermediate Radio Licence,GOU
20GOX,Available,Amateur Intermediate Radio Licence,GOX
20GOY,Available,Amateur Intermediate Radio Licence,GOY
20GOZ,Available,Amateur Intermediate Radio Licence,GOZ
20GPD,Available,Amateur Intermediate Radio Licence,GPD
20GPI,Available,Amateur Intermediate Radio Licence,GPI
20GPJ,Available,Amateur Intermediate Radio Licence,GPJ
20GPM,Available,Amateur Intermediate Radio Licence,GPM
20GPN,Available,Amateur Intermediate Radio Licence,GPN
20GPP,Available,Amateur Intermediate Radio Licence,GPP
20GPQ,Available,Amateur Intermediate Radio Licence,GPQ
20GPR,Available,Amateur Intermediate Radio Licence,GPR
20GPV,Available,Amateur Intermediate Radio Licence,GPV
20GQA,Available,Amateur Intermediate Radio Licence,GQA
20GQC,Available,Amateur Intermediate Radio Licence,GQC
20GQE,Available,Amateur Intermediate Radio Licence,GQE
20GQF,Available,Amateur Intermediate Radio Licence,GQF
20GQG,Available,Amateur Intermediate Radio Licence,GQG
20GQH,Available,Amateur Intermediate Radio Licence,GQH
20GQI,Available,Amateur Intermediate Radio Licence,GQI
20GQJ,Available,Amateur Intermediate Radio Licence,GQJ
20GQK,Available,Amateur Intermediate Radio Licence,GQK
20GQL,Available,Amateur Intermediate Radio Licence,GQL
20GQM,Available,Amateur Intermediate Radio Licence,GQM
20GQN,Available,Amateur Intermediate Radio Licence,GQN
20GQO,Available,Amateur Intermediate Radio Licence,GQO
20GQP,Available,Amateur Intermediate Radio Licence,GQP
20GQQ,Available,Amateur Intermediate Radio Licence,GQQ
20GQR,Available,Amateur Intermediate Radio Licence,GQR
20GQS,Available,Amateur Intermediate Radio Licence,GQS
20GQT,Available,Amateur Intermediate Radio Licence,GQT
20GQU,Available,Amateur Intermediate Radio Licence,GQU
20GQV,Available,Amateur Intermediate Radio Licence,GQV
20GQX,Available,Amateur Intermediate Radio Licence,GQX
20GQY,Available,Amateur Intermediate Radio Licence,GQY
20GQZ,Available,Amateur Intermediate Radio Licence,GQZ
20GRB,Available,Amateur Intermediate Radio Licence,GRB
20GRJ,Available,Amateur Intermediate Radio Licence,GRJ
20GRL,Available,Amateur Intermediate Radio Licence,GRL
20GRO,Available,Amateur Intermediate Radio Licence,GRO
20GRQ,Available,Amateur Intermediate Radio Licence,GRQ
20GRV,Available,Amateur Intermediate Radio Licence,GRV
20GRZ,Available,Amateur Intermediate Radio Licence,GRZ
20GSE,Available,Amateur Intermediate Radio Licence,GSE
20GSH,Available,Amateur Intermediate Radio Licence,GSH
20GSN,Available,Amateur Intermediate Radio Licence,GSN
20GSO,Available,Amateur Intermediate Radio Licence,GSO
20GSP,Available,Amateur Intermediate Radio Licence,GSP
20GSQ,Available,Amateur Intermediate Radio Licence,GSQ
20GSV,Available,Amateur Intermediate Radio Licence,GSV
20GSZ,Available,Amateur Intermediate Radio Licence,GSZ
20GTD,Available,Amateur Intermediate Radio Licence,GTD
20GTH,Available,Amateur Intermediate Radio Licence,GTH
20GTJ,Available,Amateur Intermediate Radio Licence,GTJ
20GTN,Available,Amateur Intermediate Radio Licence,GTN
20GTQ,Available,Amateur Intermediate Radio Licence,GTQ
20GTS,Available,Amateur Intermediate Radio Licence,GTS
20GTU,Available,Amateur Intermediate Radio Licence,GTU
20GTY,Available,Amateur Intermediate Radio Licence,GTY
20GUA,Available,Amateur Intermediate Radio Licence,GUA
20GUB,Available,Amateur Intermediate Radio Licence,GUB
20GUC,Available,Amateur Intermediate Radio Licence,GUC
20GUE,Available,Amateur Intermediate Radio Licence,GUE
20GUF,Available,Amateur Intermediate Radio Licence,GUF
20GUG,Available,Amateur Intermediate Radio Licence,GUG
20GUJ,Available,Amateur Intermediate Radio Licence,GUJ
20GUK,Available,Amateur Intermediate Radio Licence,GUK
20GUO,Available,Amateur Intermediate Radio Licence,GUO
20GUP,Available,Amateur Intermediate Radio Licence,GUP
20GUQ,Available,Amateur Intermediate Radio Licence,GUQ
20GUR,Available,Amateur Intermediate Radio Licence,GUR
20GUS,Available,Amateur Intermediate Radio Licence,GUS
20GUU,Available,Amateur Intermediate Radio Licence,GUU
20GUW,Available,Amateur Intermediate Radio Licence,GUW
20GUX,Available,Amateur Intermediate Radio Licence,GUX
20GVA,Available,Amateur Intermediate Radio Licence,GVA
20GVB,Available,Amateur Intermediate Radio Licence,GVB
20GVD,Available,Amateur Intermediate Radio Licence,GVD
20GVE,Available,Amateur Intermediate Radio Licence,GVE
20GVF,Available,Amateur Intermediate Radio Licence,GVF
20GVH,Available,Amateur Intermediate Radio Licence,GVH
20GVI,Available,Amateur Intermediate Radio Licence,GVI
20GVJ,Available,Amateur Intermediate Radio Licence,GVJ
20GVK,Available,Amateur Intermediate Radio Licence,GVK
20GVM,Available,Amateur Intermediate Radio Licence,GVM
20GVN,Available,Amateur Intermediate Radio Licence,GVN
20GVP,Available,Amateur Intermediate Radio Licence,GVP
20GVQ,Available,Amateur Intermediate Radio Licence,GVQ
20GVR,Available,Amateur Intermediate Radio Licence,GVR
20GVS,Available,Amateur Intermediate Radio Licence,GVS
20GVU,Available,Amateur Intermediate Radio Licence,GVU
20GVV,Available,Amateur Intermediate Radio Licence,GVV
20GVW,Available,Amateur Intermediate Radio Licence,GVW
20GVY,Available,Amateur Intermediate Radio Licence,GVY
20GVZ,Available,Amateur Intermediate Radio Licence,GVZ
20GWG,Available,Amateur Intermediate Radio Licence,GWG
20GWJ,Available,Amateur Intermediate Radio Licence,GWJ
20GWL,Available,Amateur Intermediate Radio Licence,GWL
20GWO,Available,Amateur Intermediate Radio Licence,GWO
20GWQ,Available,Amateur Intermediate Radio Licence,GWQ
20GWU,Available,Amateur Intermediate Radio Licence,GWU
20GWV,Available,Amateur Intermediate Radio Licence,GWV
20GWX,Available,Amateur Intermediate Radio Licence,GWX
20GWY,Available,Amateur Intermediate Radio Licence,GWY
20GWZ,Available,Amateur Intermediate Radio Licence,GWZ
20GXA,Available,Amateur Intermediate Radio Licence,GXA
20GXC,Available,Amateur Intermediate Radio Licence,GXC
20GXD,Available,Amateur Intermediate Radio Licence,GXD
20GXF,Available,Amateur Intermediate Radio Licence,GXF
20GXG,Available,Amateur Intermediate Radio Licence,GXG
20GXI,Available,Amateur Intermediate Radio Licence,GXI
20GXJ,Available,Amateur Intermediate Radio Licence,GXJ
20GXK,Available,Amateur Intermediate Radio Licence,GXK
20GXL,Available,Amateur Intermediate Radio Licence,GXL
20GXM,Available,Amateur Intermediate Radio Licence,GXM
20GXP,Available,Amateur Intermediate Radio Licence,GXP
20GXQ,Available,Amateur Intermediate Radio Licence,GXQ
20GXS,Available,Amateur Intermediate Radio Licence,GXS
20GXT,Available,Amateur Intermediate Radio Licence,GXT
20GXV,Available,Amateur Intermediate Radio Licence,GXV
20GXW,Available,Amateur Intermediate Radio Licence,GXW
20GXY,Available,Amateur Intermediate Radio Licence,GXY
20GXZ,Available,Amateur Intermediate Radio Licence,GXZ
20GYA,Available,Amateur Intermediate Radio Licence,GYA
20GYB,Available,Amateur Intermediate Radio Licence,GYB
20GYE,Available,Amateur Intermediate Radio Licence,GYE
20GYF,Available,Amateur Intermediate Radio Licence,GYF
20GYG,Available,Amateur Intermediate Radio Licence,GYG
20GYH,Available,Amateur Intermediate Radio Licence,GYH
20GYI,Available,Amateur Intermediate Radio Licence,GYI
20GYJ,Available,Amateur Intermediate Radio Licence,GYJ
20GYK,Available,Amateur Intermediate Radio Licence,GYK
20GYQ,Available,Amateur Intermediate Radio Licence,GYQ
20GYR,Available,Amateur Intermediate Radio Licence,GYR
20GYT,Available,Amateur Intermediate Radio Licence,GYT
20GYU,Available,Amateur Intermediate Radio Licence,GYU
20GYV,Available,Amateur Intermediate Radio Licence,GYV
20GYX,Available,Amateur Intermediate Radio Licence,GYX
20GYY,Available,Amateur Intermediate Radio Licence,GYY
20GZB,Available,Amateur Intermediate Radio Licence,GZB
20GZC,Available,Amateur Intermediate Radio Licence,GZC
20GZD,Available,Amateur Intermediate Radio Licence,GZD
20GZE,Available,Amateur Intermediate Radio Licence,GZE
20GZF,Available,Amateur Intermediate Radio Licence,GZF
20GZG,Available,Amateur Intermediate Radio Licence,GZG
20GZH,Available,Amateur Intermediate Radio Licence,GZH
20GZI,Available,Amateur Intermediate Radio Licence,GZI
20GZJ,Available,Amateur Intermediate Radio Licence,GZJ
20GZK,Available,Amateur Intermediate Radio Licence,GZK
20GZL,Available,Amateur Intermediate Radio Licence,GZL
20GZM,Available,Amateur Intermediate Radio Licence,GZM
20GZN,Available,Amateur Intermediate Radio Licence,GZN
20GZO,Available,Amateur Intermediate Radio Licence,GZO
20GZP,Available,Amateur Intermediate Radio Licence,GZP
20GZQ,Available,Amateur Intermediate Radio Licence,GZQ
20GZU,Available,Amateur Intermediate Radio Licence,GZU
20GZW,Available,Amateur Intermediate Radio Licence,GZW
20GZX,Available,Amateur Intermediate Radio Licence,GZX
20GZY,Available,Amateur Intermediate Radio Licence,GZY
20GZZ,Available,Amateur Intermediate Radio Licence,GZZ
20HBD,Available,Amateur Intermediate Radio Licence,HBD
20HBE,Available,Amateur Intermediate Radio Licence,HBE
20HBH,Available,Amateur Intermediate Radio Licence,HBH
20HBI,Available,Amateur Intermediate Radio Licence,HBI
20HBJ,Available,Amateur Intermediate Radio Licence,HBJ
20HBK,Available,Amateur Intermediate Radio Licence,HBK
20HBL,Available,Amateur Intermediate Radio Licence,HBL
20HBM,Available,Amateur Intermediate Radio Licence,HBM
20HBP,Available,Amateur Intermediate Radio Licence,HBP
20HBQ,Available,Amateur Intermediate Radio Licence,HBQ
20HBR,Available,Amateur Intermediate Radio Licence,HBR
20HBU,Available,Amateur Intermediate Radio Licence,HBU
20HBV,Available,Amateur Intermediate Radio Licence,HBV
20HBW,Available,Amateur Intermediate Radio Licence,HBW
20HBX,Available,Amateur Intermediate Radio Licence,HBX
20HBZ,Available,Amateur Intermediate Radio Licence,HBZ
20HCA,Available,Amateur Intermediate Radio Licence,HCA
20HCC,Available,Amateur Intermediate Radio Licence,HCC
20HCE,Available,Amateur Intermediate Radio Licence,HCE
20HCG,Available,Amateur Intermediate Radio Licence,HCG
20HCI,Available,Amateur Intermediate Radio Licence,HCI
20HCJ,Available,Amateur Intermediate Radio Licence,HCJ
20HCL,Available,Amateur Intermediate Radio Licence,HCL
20HCM,Available,Amateur Intermediate Radio Licence,HCM
20HCN,Available,Amateur Intermediate Radio Licence,HCN
20HCO,Available,Amateur Intermediate Radio Licence,HCO
20HCP,Available,Amateur Intermediate Radio Licence,HCP
20HCR,Available,Amateur Intermediate Radio Licence,HCR
20HCS,Available,Amateur Intermediate Radio Licence,HCS
20HCU,Available,Amateur Intermediate Radio Licence,HCU
20HCV,Available,Amateur Intermediate Radio Licence,HCV
20HCW,Available,Amateur Intermediate Radio Licence,HCW
20HCX,Available,Amateur Intermediate Radio Licence,HCX
20HCY,Available,Amateur Intermediate Radio Licence,HCY
20HCZ,Available,Amateur Intermediate Radio Licence,HCZ
20HDD,Available,Amateur Intermediate Radio Licence,HDD
20HDI,Available,Amateur Intermediate Radio Licence,HDI
20HDJ,Available,Amateur Intermediate Radio Licence,HDJ
20HDL,Available,Amateur Intermediate Radio Licence,HDL
20HDO,Available,Amateur Intermediate Radio Licence,HDO
20HDP,Available,Amateur Intermediate Radio Licence,HDP
20HDQ,Available,Amateur Intermediate Radio Licence,HDQ
20HDR,Available,Amateur Intermediate Radio Licence,HDR
20HDT,Available,Amateur Intermediate Radio Licence,HDT
20HDV,Available,Amateur Intermediate Radio Licence,HDV
20HDZ,Available,Amateur Intermediate Radio Licence,HDZ
20HEC,Available,Amateur Intermediate Radio Licence,HEC
20HED,Available,Amateur Intermediate Radio Licence,HED
20HEE,Available,Amateur Intermediate Radio Licence,HEE
20HEG,Available,Amateur Intermediate Radio Licence,HEG
20HEH,Available,Amateur Intermediate Radio Licence,HEH
20HEI,Available,Amateur Intermediate Radio Licence,HEI
20HEK,Available,Amateur Intermediate Radio Licence,HEK
20HEM,Available,Amateur Intermediate Radio Licence,HEM
20HEO,Available,Amateur Intermediate Radio Licence,HEO
20HEQ,Available,Amateur Intermediate Radio Licence,HEQ
20HET,Available,Amateur Intermediate Radio Licence,HET
20HEU,Available,Amateur Intermediate Radio Licence,HEU
20HEV,Available,Amateur Intermediate Radio Licence,HEV
20HEZ,Available,Amateur Intermediate Radio Licence,HEZ
20HFC,Available,Amateur Intermediate Radio Licence,HFC
20HFD,Available,Amateur Intermediate Radio Licence,HFD
20HFE,Available,Amateur Intermediate Radio Licence,HFE
20HFF,Available,Amateur Intermediate Radio Licence,HFF
20HFG,Available,Amateur Intermediate Radio Licence,HFG
20HFH,Available,Amateur Intermediate Radio Licence,HFH
20HFJ,Available,Amateur Intermediate Radio Licence,HFJ
20HFK,Available,Amateur Intermediate Radio Licence,HFK
20HFL,Available,Amateur Intermediate Radio Licence,HFL
20HFN,Available,Amateur Intermediate Radio Licence,HFN
20HFO,Available,Amateur Intermediate Radio Licence,HFO
20HFP,Available,Amateur Intermediate Radio Licence,HFP
20HFQ,Available,Amateur Intermediate Radio Licence,HFQ
20HFR,Available,Amateur Intermediate Radio Licence,HFR
20HFS,Available,Amateur Intermediate Radio Licence,HFS
20HFV,Available,Amateur Intermediate Radio Licence,HFV
20HFW,Available,Amateur Intermediate Radio Licence,HFW
20HFX,Available,Amateur Intermediate Radio Licence,HFX
20HFY,Available,Amateur Intermediate Radio Licence,HFY
20HFZ,Available,Amateur Intermediate Radio Licence,HFZ
20HGA,Available,Amateur Intermediate Radio Licence,HGA
20HGD,Available,Amateur Intermediate Radio Licence,HGD
20HGE,Available,Amateur Intermediate Radio Licence,HGE
20HGF,Available,Amateur Intermediate Radio Licence,HGF
20HGH,Available,Amateur Intermediate Radio Licence,HGH
20HGI,Available,Amateur Intermediate Radio Licence,HGI
20HGK,Available,Amateur Intermediate Radio Licence,HGK
20HGM,Available,Amateur Intermediate Radio Licence,HGM
20HGO,Available,Amateur Intermediate Radio Licence,HGO
20HGP,Available,Amateur Intermediate Radio Licence,HGP
20HGQ,Available,Amateur Intermediate Radio Licence,HGQ
20HGS,Available,Amateur Intermediate Radio Licence,HGS
20HGT,Available,Amateur Intermediate Radio Licence,HGT
20HGU,Available,Amateur Intermediate Radio Licence,HGU
20HGW,Available,Amateur Intermediate Radio Licence,HGW
20HGY,Available,Amateur Intermediate Radio Licence,HGY
20HGZ,Available,Amateur Intermediate Radio Licence,HGZ
20HHA,Available,Amateur Intermediate Radio Licence,HHA
20HHB,Available,Amateur Intermediate Radio Licence,HHB
20HHC,Available,Amateur Intermediate Radio Licence,HHC
20HHD,Available,Amateur Intermediate Radio Licence,HHD
20HHF,Available,Amateur Intermediate Radio Licence,HHF
20HHG,Available,Amateur Intermediate Radio Licence,HHG
20HHI,Available,Amateur Intermediate Radio Licence,HHI
20HHJ,Available,Amateur Intermediate Radio Licence,HHJ
20HHK,Available,Amateur Intermediate Radio Licence,HHK
20HHL,Available,Amateur Intermediate Radio Licence,HHL
20HHM,Available,Amateur Intermediate Radio Licence,HHM
20HHN,Available,Amateur Intermediate Radio Licence,HHN
20HHO,Available,Amateur Intermediate Radio Licence,HHO
20HHP,Available,Amateur Intermediate Radio Licence,HHP
20HHQ,Available,Amateur Intermediate Radio Licence,HHQ
20HHR,Available,Amateur Intermediate Radio Licence,HHR
20HHS,Available,Amateur Intermediate Radio Licence,HHS
20HHT,Available,Amateur Intermediate Radio Licence,HHT
20HHV,Available,Amateur Intermediate Radio Licence,HHV
20HHW,Available,Amateur Intermediate Radio Licence,HHW
20HHX,Available,Amateur Intermediate Radio Licence,HHX
20HHY,Available,Amateur Intermediate Radio Licence,HHY
20HHZ,Available,Amateur Intermediate Radio Licence,HHZ
20HIA,Available,Amateur Intermediate Radio Licence,HIA
20HIB,Available,Amateur Intermediate Radio Licence,HIB
20HIC,Available,Amateur Intermediate Radio Licence,HIC
20HID,Available,Amateur Intermediate Radio Licence,HID
20HIE,Available,Amateur Intermediate Radio Licence,HIE
20HIF,Available,Amateur Intermediate Radio Licence,HIF
20HIH,Available,Amateur Intermediate Radio Licence,HIH
20HIJ,Available,Amateur Intermediate Radio Licence,HIJ
20HIK,Available,Amateur Intermediate Radio Licence,HIK
20HIL,Available,Amateur Intermediate Radio Licence,HIL
20HIO,Available,Amateur Intermediate Radio Licence,HIO
20HIQ,Available,Amateur Intermediate Radio Licence,HIQ
20HIR,Available,Amateur Intermediate Radio Licence,HIR
20HIS,Available,Amateur Intermediate Radio Licence,HIS
20HIU,Available,Amateur Intermediate Radio Licence,HIU
20HIW,Available,Amateur Intermediate Radio Licence,HIW
20HIY,Available,Amateur Intermediate Radio Licence,HIY
20HJB,Available,Amateur Intermediate Radio Licence,HJB
20HJC,Available,Amateur Intermediate Radio Licence,HJC
20HJF,Available,Amateur Intermediate Radio Licence,HJF
20HJG,Available,Amateur Intermediate Radio Licence,HJG
20HJH,Available,Amateur Intermediate Radio Licence,HJH
20HJI,Available,Amateur Intermediate Radio Licence,HJI
20HJK,Available,Amateur Intermediate Radio Licence,HJK
20HJL,Available,Amateur Intermediate Radio Licence,HJL
20HJM,Available,Amateur Intermediate Radio Licence,HJM
20HJN,Available,Amateur Intermediate Radio Licence,HJN
20HJO,Available,Amateur Intermediate Radio Licence,HJO
20HJQ,Available,Amateur Intermediate Radio Licence,HJQ
20HJT,Available,Amateur Intermediate Radio Licence,HJT
20HJU,Available,Amateur Intermediate Radio Licence,HJU
20HJV,Available,Amateur Intermediate Radio Licence,HJV
20HJW,Available,Amateur Intermediate Radio Licence,HJW
20HJX,Available,Amateur Intermediate Radio Licence,HJX
20HJY,Available,Amateur Intermediate Radio Licence,HJY
20HKA,Available,Amateur Intermediate Radio Licence,HKA
20HKB,Available,Amateur Intermediate Radio Licence,HKB
20HKD,Available,Amateur Intermediate Radio Licence,HKD
20HKE,Available,Amateur Intermediate Radio Licence,HKE
20HKF,Available,Amateur Intermediate Radio Licence,HKF
20HKG,Available,Amateur Intermediate Radio Licence,HKG
20HKH,Available,Amateur Intermediate Radio Licence,HKH
20HKI,Available,Amateur Intermediate Radio Licence,HKI
20HKJ,Available,Amateur Intermediate Radio Licence,HKJ
20HKL,Available,Amateur Intermediate Radio Licence,HKL
20HKM,Available,Amateur Intermediate Radio Licence,HKM
20HKO,Available,Amateur Intermediate Radio Licence,HKO
20HKP,Available,Amateur Intermediate Radio Licence,HKP
20HKQ,Available,Amateur Intermediate Radio Licence,HKQ
20HKS,Available,Amateur Intermediate Radio Licence,HKS
20HKT,Available,Amateur Intermediate Radio Licence,HKT
20HKU,Available,Amateur Intermediate Radio Licence,HKU
20HKV,Available,Amateur Intermediate Radio Licence,HKV
20HKW,Available,Amateur Intermediate Radio Licence,HKW
20HKX,Available,Amateur Intermediate Radio Licence,HKX
20HKZ,Available,Amateur Intermediate Radio Licence,HKZ
20HLA,Available,Amateur Intermediate Radio Licence,HLA
20HLD,Available,Amateur Intermediate Radio Licence,HLD
20HLE,Available,Amateur Intermediate Radio Licence,HLE
20HLF,Available,Amateur Intermediate Radio Licence,HLF
20HLG,Available,Amateur Intermediate Radio Licence,HLG
20HLI,Available,Amateur Intermediate Radio Licence,HLI
20HLJ,Available,Amateur Intermediate Radio Licence,HLJ
20HLL,Available,Amateur Intermediate Radio Licence,HLL
20HLN,Available,Amateur Intermediate Radio Licence,HLN
20HLQ,Available,Amateur Intermediate Radio Licence,HLQ
20HLR,Available,Amateur Intermediate Radio Licence,HLR
20HLS,Available,Amateur Intermediate Radio Licence,HLS
20HLU,Available,Amateur Intermediate Radio Licence,HLU
20HLV,Available,Amateur Intermediate Radio Licence,HLV
20HLX,Available,Amateur Intermediate Radio Licence,HLX
20HLY,Available,Amateur Intermediate Radio Licence,HLY
20HLZ,Available,Amateur Intermediate Radio Licence,HLZ
20HMA,Available,Amateur Intermediate Radio Licence,HMA
20HMC,Available,Amateur Intermediate Radio Licence,HMC
20HME,Available,Amateur Intermediate Radio Licence,HME
20HMG,Available,Amateur Intermediate Radio Licence,HMG
20HMI,Available,Amateur Intermediate Radio Licence,HMI
20HMK,Available,Amateur Intermediate Radio Licence,HMK
20HML,Available,Amateur Intermediate Radio Licence,HML
20HMN,Available,Amateur Intermediate Radio Licence,HMN
20HMO,Available,Amateur Intermediate Radio Licence,HMO
20HMP,Available,Amateur Intermediate Radio Licence,HMP
20HMQ,Available,Amateur Intermediate Radio Licence,HMQ
20HMR,Available,Amateur Intermediate Radio Licence,HMR
20HMT,Available,Amateur Intermediate Radio Licence,HMT
20HMU,Available,Amateur Intermediate Radio Licence,HMU
20HMV,Available,Amateur Intermediate Radio Licence,HMV
20HNB,Available,Amateur Intermediate Radio Licence,HNB
20HND,Available,Amateur Intermediate Radio Licence,HND
20HNE,Available,Amateur Intermediate Radio Licence,HNE
20HNG,Available,Amateur Intermediate Radio Licence,HNG
20HNH,Available,Amateur Intermediate Radio Licence,HNH
20HNI,Available,Amateur Intermediate Radio Licence,HNI
20HNL,Available,Amateur Intermediate Radio Licence,HNL
20HNM,Available,Amateur Intermediate Radio Licence,HNM
20HNN,Available,Amateur Intermediate Radio Licence,HNN
20HNQ,Available,Amateur Intermediate Radio Licence,HNQ
20HNR,Available,Amateur Intermediate Radio Licence,HNR
20HNS,Available,Amateur Intermediate Radio Licence,HNS
20HNT,Available,Amateur Intermediate Radio Licence,HNT
20HNU,Available,Amateur Intermediate Radio Licence,HNU
20HNV,Available,Amateur Intermediate Radio Licence,HNV
20HNW,Available,Amateur Intermediate Radio Licence,HNW
20HNZ,Available,Amateur Intermediate Radio Licence,HNZ
20HOB,Available,Amateur Intermediate Radio Licence,HOB
20HOD,Available,Amateur Intermediate Radio Licence,HOD
20HOE,Available,Amateur Intermediate Radio Licence,HOE
20HOF,Available,Amateur Intermediate Radio Licence,HOF
20HOH,Available,Amateur Intermediate Radio Licence,HOH
20HOI,Available,Amateur Intermediate Radio Licence,HOI
20HOJ,Available,Amateur Intermediate Radio Licence,HOJ
20HOL,Available,Amateur Intermediate Radio Licence,HOL
20HOM,Available,Amateur Intermediate Radio Licence,HOM
20HOS,Available,Amateur Intermediate Radio Licence,HOS
20HOV,Available,Amateur Intermediate Radio Licence,HOV
20HOX,Available,Amateur Intermediate Radio Licence,HOX
20HOY,Available,Amateur Intermediate Radio Licence,HOY
20HPC,Available,Amateur Intermediate Radio Licence,HPC
20HPE,Available,Amateur Intermediate Radio Licence,HPE
20HPH,Available,Amateur Intermediate Radio Licence,HPH
20HPK,Available,Amateur Intermediate Radio Licence,HPK
20HPN,Available,Amateur Intermediate Radio Licence,HPN
20HPP,Available,Amateur Intermediate Radio Licence,HPP
20HPQ,Available,Amateur Intermediate Radio Licence,HPQ
20HPS,Available,Amateur Intermediate Radio Licence,HPS
20HPT,Available,Amateur Intermediate Radio Licence,HPT
20HPU,Available,Amateur Intermediate Radio Licence,HPU
20HPV,Available,Amateur Intermediate Radio Licence,HPV
20HPW,Available,Amateur Intermediate Radio Licence,HPW
20HPX,Available,Amateur Intermediate Radio Licence,HPX
20HPZ,Available,Amateur Intermediate Radio Licence,HPZ
20HQA,Available,Amateur Intermediate Radio Licence,HQA
20HQB,Available,Amateur Intermediate Radio Licence,HQB
20HQC,Available,Amateur Intermediate Radio Licence,HQC
20HQE,Available,Amateur Intermediate Radio Licence,HQE
20HQF,Available,Amateur Intermediate Radio Licence,HQF
20HQG,Available,Amateur Intermediate Radio Licence,HQG
20HQI,Available,Amateur Intermediate Radio Licence,HQI
20HQK,Available,Amateur Intermediate Radio Licence,HQK
20HQL,Available,Amateur Intermediate Radio Licence,HQL
20HQM,Available,Amateur Intermediate Radio Licence,HQM
20HQN,Available,Amateur Intermediate Radio Licence,HQN
20HQP,Available,Amateur Intermediate Radio Licence,HQP
20HQQ,Available,Amateur Intermediate Radio Licence,HQQ
20HQR,Available,Amateur Intermediate Radio Licence,HQR
20HQS,Available,Amateur Intermediate Radio Licence,HQS
20HQT,Available,Amateur Intermediate Radio Licence,HQT
20HQU,Available,Amateur Intermediate Radio Licence,HQU
20HQV,Available,Amateur Intermediate Radio Licence,HQV
20HQW,Available,Amateur Intermediate Radio Licence,HQW
20HQX,Available,Amateur Intermediate Radio Licence,HQX
20HQY,Available,Amateur Intermediate Radio Licence,HQY
20HQZ,Available,Amateur Intermediate Radio Licence,HQZ
20HRB,Available,Amateur Intermediate Radio Licence,HRB
20HRE,Available,Amateur Intermediate Radio Licence,HRE
20HRG,Available,Amateur Intermediate Radio Licence,HRG
20HRI,Available,Amateur Intermediate Radio Licence,HRI
20HRK,Available,Amateur Intermediate Radio Licence,HRK
20HRN,Available,Amateur Intermediate Radio Licence,HRN
20HRP,Available,Amateur Intermediate Radio Licence,HRP
20HRQ,Available,Amateur Intermediate Radio Licence,HRQ
20HRR,Available,Amateur Intermediate Radio Licence,HRR
20HRT,Available,Amateur Intermediate Radio Licence,HRT
20HRW,Available,Amateur Intermediate Radio Licence,HRW
20HRX,Available,Amateur Intermediate Radio Licence,HRX
20HRZ,Available,Amateur Intermediate Radio Licence,HRZ
20HSA,Available,Amateur Intermediate Radio Licence,HSA
20HSC,Available,Amateur Intermediate Radio Licence,HSC
20HSD,Available,Amateur Intermediate Radio Licence,HSD
20HSE,Available,Amateur Intermediate Radio Licence,HSE
20HSF,Available,Amateur Intermediate Radio Licence,HSF
20HSG,Available,Amateur Intermediate Radio Licence,HSG
20HSH,Available,Amateur Intermediate Radio Licence,HSH
20HSI,Available,Amateur Intermediate Radio Licence,HSI
20HSJ,Available,Amateur Intermediate Radio Licence,HSJ
20HSK,Available,Amateur Intermediate Radio Licence,HSK
20HSL,Available,Amateur Intermediate Radio Licence,HSL
20HSM,Available,Amateur Intermediate Radio Licence,HSM
20HSO,Available,Amateur Intermediate Radio Licence,HSO
20HSP,Available,Amateur Intermediate Radio Licence,HSP
20HSQ,Available,Amateur Intermediate Radio Licence,HSQ
20HSR,Available,Amateur Intermediate Radio Licence,HSR
20HSS,Available,Amateur Intermediate Radio Licence,HSS
20HSU,Available,Amateur Intermediate Radio Licence,HSU
20HSV,Available,Amateur Intermediate Radio Licence,HSV
20HSX,Available,Amateur Intermediate Radio Licence,HSX
20HSY,Available,Amateur Intermediate Radio Licence,HSY
20HSZ,Available,Amateur Intermediate Radio Licence,HSZ
20HTA,Available,Amateur Intermediate Radio Licence,HTA
20HTD,Available,Amateur Intermediate Radio Licence,HTD
20HTE,Available,Amateur Intermediate Radio Licence,HTE
20HTF,Available,Amateur Intermediate Radio Licence,HTF
20HTG,Available,Amateur Intermediate Radio Licence,HTG
20HTI,Available,Amateur Intermediate Radio Licence,HTI
20HTJ,Available,Amateur Intermediate Radio Licence,HTJ
20HTK,Available,Amateur Intermediate Radio Licence,HTK
