callsign,status,licence_class,last_modified_date,original_start_date
M0ABR,Allocated,Amateur Full Radio Licence,2024-03-12,2016-08-06
M0ABS,Allocated,Amateur Full Radio Licence,2024-08-24,1996-04-23
M0ABT,Allocated,Amateur Full Radio Licence,2024-08-07,1996-04-23
M0ABU,Allocated,Amateur Club Radio Licence,2024-06-12,2022-01-15
M0ABV,Allocated,Amateur Full Radio Licence,2024-03-12,2016-08-07
M0ABW,Reserved,Amateur Full Radio Licence,,
M0ABX,Reserved,Amateur Full Radio Licence,,
M0ABY,Allocated,Amateur Full Radio Licence,2024-08-25,1996-04-25
M0ABZ,Allocated,Amateur Full Radio Licence,2024-06-19,2016-08-09
M0ACA,Allocated,Amateur Full Radio Licence,2024-08-25,1996-04-25
M0ACB,Allocated,Amateur Full Radio Licence,2024-08-25,1996-04-25
M0ACC,Allocated,Amateur Full Radio Licence,2024-03-12,2016-08-09
M0ACD,Allocated,Amateur Full Radio Licence,2024-06-23,1996-04-28
M0ACE,Allocated,Amateur Club Radio Licence,2024-06-14,2016-08-08
M0ACF,Allocated,Amateur Full Radio Licence,2024-03-06,1996-04-29
M0ACG,Allocated,Amateur Full Radio Licence,2024-03-12,2016-08-09
M0ACH,Allocated,Amateur Club Radio Licence,2024-03-12,2016-08-05
M0ACI,Allocated,Amateur Full Radio Licence,2024-08-04,2007-05-14
M0ACJ,Reserved,Amateur Full Radio Licence,,
M0ACK,Allocated,Amateur Full Radio Licence,2024-08-25,1996-04-30
M0ACL,Allocated,Amateur Full Radio Licence,2024-03-05,1996-04-30
M0ACM,Allocated,Amateur Full Radio Licence,2024-08-25,1996-04-30
M0ACN,Allocated,Amateur Full Radio Licence,2024-06-27,2016-08-09
M0ACO,Reserved,,,
M0ACP,Reserved,Amateur Full Radio Licence,,
M0ACQ,Allocated,Amateur Full Radio Licence,2024-06-19,1996-04-30
M0ACR,Allocated,Amateur Full Radio Licence,2024-08-24,1996-05-01
M0ACS,Allocated,Amateur Full Radio Licence,2024-06-04,2020-11-11
M0ACT,Allocated,Amateur Full Radio Licence,2024-08-25,1996-05-01
M0ACU,Allocated,Amateur Full Radio Licence,2024-08-25,1996-05-01
M0ACV,Allocated,Amateur Full Radio Licence,2024-02-29,1996-05-01
M0ACW,Allocated,Amateur Club Radio Licence,2024-05-29,1996-05-01
M0ACX,Reserved,,,
M0ACY,Reserved,,,
M0ACZ,Reserved,,,
M0ADA,Allocated,Amateur Full Radio Licence,2024-08-25,1996-05-08
M0ADB,Allocated,Amateur Full Radio Licence,2024-08-25,1996-05-08
M0ADC,Allocated,Amateur Full Radio Licence,2024-06-05,1996-05-07
M0ADD,Allocated,Amateur Full Radio Licence,2024-06-06,2021-01-27
M0ADE,Reserved,,,
M0ADF,Reserved,,,
M0ADG,Allocated,Amateur Full Radio Licence,2024-08-26,1996-05-09
M0ADH,Allocated,Amateur Full Radio Licence,2024-04-20,1996-05-17
M0ADI,Allocated,Amateur Club Radio Licence,2024-06-13,2001-06-10
M0ADJ,Reserved,Amateur Club Radio Licence,,
M0ADK,Reserved,,,
M0ADL,Allocated,Amateur Full Radio Licence,2024-06-04,2020-11-04
M0ADM,Allocated,Amateur Full Radio Licence,2024-03-20,2017-03-06
M0ADN,Reserved,Amateur Full Radio Licence,,
M0ADO,Allocated,Amateur Full Radio Licence,2024-05-21,2007-04-29
M0ADP,Allocated,Amateur Full Radio Licence,2024-08-27,1996-05-20
M0ADQ,Reserved,,,
M0ADR,Allocated,Amateur Full Radio Licence,2024-03-14,1996-05-21
M0ADS,Allocated,Amateur Full Radio Licence,2024-04-15,1996-05-21
M0ADT,Reserved,,,
M0ADU,Allocated,Amateur Club Radio Licence,2024-05-14,2024-05-14
M0ADV,Reserved,,,
M0ADW,Allocated,Amateur Full Radio Licence,2024-08-27,1996-05-21
M0ADX,Allocated,Amateur Full Radio Licence,2024-09-22,2010-02-23
M0ADY,Allocated,Amateur Full Radio Licence,2024-07-25,1996-05-24
M0ADZ,Allocated,Amateur Full Radio Licence,2024-06-22,2023-06-07
M0AEA,Reserved,,,
M0AEB,Reserved,Amateur Full Radio Licence,,
M0AEC,Allocated,Amateur Full Radio Licence,2024-08-20,1996-05-30
M0AED,Allocated,Amateur Full Radio Licence,2024-08-03,1996-05-30
M0AEE,Allocated,Amateur Full Radio Licence,2024-06-02,2020-08-06
M0AEF,Reserved,,,
M0AEG,Allocated,Amateur Full Radio Licence,2024-08-27,1996-06-03
M0AEH,Allocated,Amateur Full Radio Licence,2024-08-17,1996-06-04
M0AEI,Allocated,Amateur Full Radio Licence,2024-08-09,2008-12-01
M0AEJ,Allocated,Amateur Full Radio Licence,2024-03-21,1996-06-04
M0AEK,Allocated,Amateur Full Radio Licence,2024-04-18,1996-06-04
M0AEL,Allocated,Amateur Full Radio Licence,2024-02-28,1996-06-05
M0AEM,Allocated,Amateur Full Radio Licence,2024-05-07,2024-04-24
M0AEN,Allocated,Amateur Full Radio Licence,2024-08-24,1996-06-07
M0AEO,Reserved,Amateur Full Radio Licence,,
M0AEP,Allocated,Amateur Full Radio Licence,2024-08-17,1996-06-07
M0AEQ,Allocated,Amateur Full Radio Licence,2024-08-17,1996-06-07
M0AER,Reserved,,,
M0AES,Reserved,,,
M0AET,Reserved,Amateur Full Radio Licence,,
M0AEU,Allocated,Amateur Full Radio Licence,2024-08-16,1996-06-11
M0AEV,Allocated,Amateur Full Radio Licence,2024-08-16,1996-06-11
M0AEW,Reserved,,,
M0AEX,Allocated,Amateur Full Radio Licence,2024-08-16,1996-06-13
M0AEY,Allocated,Amateur Full Radio Licence,2024-08-29,1996-06-13
M0AEZ,Allocated,Amateur Full Radio Licence,2024-04-06,1996-06-17
M0AFA,Allocated,Amateur Full Radio Licence,2024-08-03,1996-06-16
M0AFB,Reserved,,,
M0AFC,Allocated,Amateur Full Radio Licence,2024-08-19,1996-06-18
M0AFD,Allocated,Amateur Full Radio Licence,2024-08-19,1996-06-18
M0AFE,Allocated,Amateur Full Radio Licence,2024-08-03,1996-06-17
M0AFF,Allocated,Amateur Full Radio Licence,2024-03-22,2012-01-23
M0AFG,Reserved,Amateur Full Radio Licence,,
M0AFH,Allocated,Amateur Full Radio Licence,2024-08-03,1996-06-18
M0AFI,Reserved,,,
M0AFJ,Allocated,Amateur Full Radio Licence,2024-06-14,1996-06-24
M0AFK,Reserved,,,
M0AFL,Allocated,Amateur Club Radio Licence,2024-07-22,1996-06-24
M0AFM,Reserved,,,
M0AFN,Reserved,,,
M0AFO,Allocated,Amateur Full Radio Licence,2024-08-03,1996-06-23
M0AFP,Reserved,,,
M0AFQ,Allocated,Amateur Full Radio Licence,2024-06-03,1996-06-25
M0AFR,Allocated,Amateur Full Radio Licence,2024-08-25,1996-06-25
M0AFS,Allocated,Amateur Full Radio Licence,2024-08-25,1996-06-25
M0AFT,Allocated,Amateur Full Radio Licence,2024-06-05,1996-06-25
M0AFU,Reserved,,,
M0AFV,Allocated,Amateur Full Radio Licence,2024-04-08,1996-06-26
M0AFW,Allocated,Amateur Full Radio Licence,2024-08-24,1996-06-26
M0AFX,Allocated,Amateur Full Radio Licence,2024-08-30,1996-06-26
M0AFY,Allocated,Amateur Full Radio Licence,2024-08-24,1996-06-26
M0AFZ,Allocated,Amateur Full Radio Licence,2024-09-21,1996-06-27
M0AGA,Allocated,Amateur Full Radio Licence,2024-05-10,1996-07-01
M0AGB,Reserved,Amateur Full Radio Licence,,
M0AGC,Allocated,Amateur Full Radio Licence,2024-03-18,1996-06-30
M0AGD,Reserved,,,
M0AGE,Allocated,Amateur Full Radio Licence,2024-08-24,1996-07-01
M0AGF,Reserved,Amateur Full Radio Licence,,
M0AGG,Allocated,Amateur Full Radio Licence,2024-04-23,1996-07-06
M0AGH,Reserved,Amateur Full Radio Licence,,
M0AGI,Reserved,Amateur Full Radio Licence,,
M0AGJ,Allocated,Amateur Full Radio Licence,2024-03-06,2014-01-10
M0AGK,Allocated,Amateur Full Radio Licence,2024-08-24,1996-07-06
M0AGL,Reserved,Amateur Full Radio Licence,,
M0AGM,Reserved,Amateur Full Radio Licence,,
M0AGN,Allocated,Amateur Full Radio Licence,2024-05-17,2007-05-24
M0AGO,Reserved,Amateur Full Radio Licence,,
M0AGP,Allocated,Amateur Full Radio Licence,2024-05-13,2008-08-07
M0AGQ,Reserved,,,
M0AGR,Allocated,Amateur Full Radio Licence,2024-08-25,1996-07-11
M0AGS,Allocated,Amateur Full Radio Licence,2024-08-27,2005-07-11
M0AGT,Allocated,Amateur Full Radio Licence,2024-06-03,1996-07-11
M0AGU,Allocated,Amateur Full Radio Licence,2024-08-21,1996-07-11
M0AGV,Allocated,Amateur Full Radio Licence,2024-03-17,1996-07-11
M0AGW,Allocated,Amateur Full Radio Licence,2024-08-24,1996-07-11
M0AGX,Allocated,Amateur Full Radio Licence,2024-04-24,2019-03-05
M0AGY,Allocated,Amateur Full Radio Licence,2024-06-22,1996-07-11
M0AGZ,Reserved,,,
M0AHA,Reserved,,,
M0AHB,Reserved,,,
M0AHC,Allocated,Amateur Full Radio Licence,2025-08-10,1996-07-13
M0AHD,Allocated,Amateur Full Radio Licence,2024-06-27,2019-05-30
M0AHE,Reserved,,,
M0AHF,Allocated,Amateur Full Radio Licence,2024-08-25,1996-07-15
M0AHG,Reserved,,,
M0AHH,Allocated,Amateur Full Radio Licence,2025-01-17,1996-07-16
M0AHI,Allocated,Amateur Full Radio Licence,2024-03-13,1996-07-16
M0AHJ,Allocated,Amateur Full Radio Licence,2024-08-26,1996-07-16
M0AHK,Reserved,,,
M0AHL,Reserved,,,
M0AHM,Reserved,,,
M0AHN,Allocated,Amateur Full Radio Licence,2024-06-21,1996-07-17
M0AHO,Reserved,,,
M0AHP,Allocated,Amateur Full Radio Licence,2024-09-05,1996-07-18
M0AHQ,Reserved,,,
M0AHR,Reserved,,,
M0AHS,Allocated,Amateur Full Radio Licence,2024-08-18,1996-07-18
M0AHT,Allocated,Amateur Full Radio Licence,2024-04-22,1996-07-19
M0AHU,Reserved,,,
M0AHV,Allocated,Amateur Full Radio Licence,2024-08-18,1996-07-19
M0AHW,Reserved,Amateur Full Radio Licence,,
M0AHX,Allocated,Amateur Full Radio Licence,2024-08-18,1996-07-19
M0AHY,Allocated,Amateur Full Radio Licence,2024-08-22,1998-07-24
M0AHZ,Allocated,Amateur Full Radio Licence,2024-08-21,1996-07-19
M0AIA,Allocated,Amateur Full Radio Licence,2024-05-11,1996-07-20
M0AIB,Allocated,Amateur Full Radio Licence,2024-08-18,1996-07-20
M0AIC,Allocated,Amateur Full Radio Licence,2024-08-25,1996-07-20
M0AID,Allocated,Amateur Full Radio Licence,2024-08-24,1996-07-20
M0AIE,Allocated,Amateur Full Radio Licence,2024-08-25,1996-07-20
M0AIF,Reserved,Amateur Full Radio Licence,,
M0AIG,Reserved,,,
M0AIH,Allocated,Amateur Full Radio Licence,2024-05-07,2014-08-26
M0AII,Allocated,Amateur Full Radio Licence,2024-04-22,1996-07-24
M0AIJ,Allocated,Amateur Full Radio Licence,2024-04-18,1996-07-24
M0AIK,Allocated,Amateur Club Radio Licence,2025-07-18,1996-07-25
M0AIL,Reserved,Amateur Full Radio Licence,,
M0AIM,Reserved,,,
M0AIN,Reserved,,,
M0AIO,Allocated,Amateur Full Radio Licence,2024-08-03,1996-07-24
M0AIP,Reserved,,,
M0AIQ,Allocated,Amateur Full Radio Licence,2024-04-22,1996-07-27
M0AIR,Allocated,Amateur Full Radio Licence,2024-02-27,1996-07-29
M0AIS,Allocated,Amateur Full Radio Licence,2024-08-25,1996-07-29
M0AIT,Allocated,Amateur Full Radio Licence,2024-08-22,1996-07-31
M0AIU,Allocated,Amateur Full Radio Licence,2024-05-15,1996-07-30
M0AIV,Reserved,,,
M0AIW,Reserved,,,
M0AIX,Reserved,Amateur Full Radio Licence,,
M0AIY,Allocated,Amateur Full Radio Licence,2024-08-22,1996-08-01
M0AIZ,Allocated,Amateur Full Radio Licence,2024-08-22,1996-08-02
M0AJA,Reserved,,,
M0AJB,Allocated,Amateur Club Radio Licence,2024-03-01,1996-08-02
M0AJC,Allocated,Amateur Full Radio Licence,2024-04-18,1996-08-02
M0AJD,Allocated,Amateur Full Radio Licence,2024-06-20,1996-08-03
M0AJE,Reserved,,,
M0AJF,Reserved,Amateur Full Radio Licence,,
M0AJG,Reserved,,,
M0AJH,Allocated,Amateur Full Radio Licence,2024-08-25,1996-08-03
M0AJI,Allocated,Amateur Full Radio Licence,2024-06-19,1996-08-06
M0AJJ,Allocated,Amateur Full Radio Licence,2024-03-05,1996-08-06
M0AJK,Reserved,,,
M0AJL,Allocated,Amateur Full Radio Licence,2024-04-16,1996-08-07
M0AJM,Allocated,Amateur Full Radio Licence,2024-06-23,1996-08-07
M0AJN,Allocated,Amateur Full Radio Licence,2024-05-27,2009-10-18
M0AJO,Allocated,Amateur Full Radio Licence,2024-06-27,1996-08-07
M0AJP,Reserved,,,
M0AJQ,Allocated,Amateur Full Radio Licence,2024-08-28,1996-08-08
M0AJR,Reserved,,,
M0AJS,Reserved,,,
M0AJT,Allocated,Amateur Full Radio Licence,2024-08-27,1996-08-08
M0AJU,Reserved,,,
M0AJV,Reserved,,,
M0AJW,Allocated,Amateur Full Radio Licence,2024-08-03,1996-08-12
M0AJX,Allocated,Amateur Full Radio Licence,2024-03-01,1996-08-14
M0AJY,Allocated,Amateur Full Radio Licence,2024-08-03,1996-08-13
M0AJZ,Allocated,Amateur Full Radio Licence,2024-08-05,2007-10-16
M0AKA,Reserved,Amateur Full Radio Licence,,
M0AKB,Allocated,Amateur Full Radio Licence,2024-06-29,1996-08-14
M0AKC,Reserved,,,
M0AKD,Allocated,Amateur Full Radio Licence,2024-08-26,1996-08-14
M0AKE,Allocated,Amateur Full Radio Licence,2024-08-25,1996-08-14
M0AKF,Allocated,Amateur Full Radio Licence,2024-08-15,1996-08-14
M0AKG,Reserved,,,
M0AKH,Allocated,Amateur Full Radio Licence,2024-10-08,1996-08-16
M0AKI,Allocated,Amateur Full Radio Licence,2024-08-15,1996-08-16
M0AKJ,Allocated,Amateur Full Radio Licence,2024-03-15,1996-08-16
M0AKK,Allocated,Amateur Full Radio Licence,2024-08-15,1996-08-19
M0AKL,Reserved,,,
M0AKM,Allocated,Amateur Full Radio Licence,2024-08-15,1996-08-19
M0AKN,Reserved,,,
M0AKO,Allocated,Amateur Full Radio Licence,2024-03-27,2015-01-14
M0AKP,Reserved,,,
M0AKQ,Allocated,Amateur Full Radio Licence,2024-08-16,1996-08-28
M0AKR,Allocated,Amateur Full Radio Licence,2024-05-10,1996-08-29
M0AKS,Allocated,Amateur Full Radio Licence,2024-08-16,1996-08-29
M0AKT,Allocated,Amateur Full Radio Licence,2024-08-04,2007-06-25
M0AKU,Allocated,Amateur Club Radio Licence,2024-06-25,2016-06-13
M0AKV,Reserved,,,
M0AKW,Allocated,Amateur Full Radio Licence,2024-08-25,1996-09-05
M0AKX,Allocated,Amateur Club Radio Licence,2024-07-21,1996-09-05
M0AKY,Allocated,Amateur Full Radio Licence,2024-08-25,1996-09-05
M0AKZ,Allocated,Amateur Full Radio Licence,2024-08-23,1996-09-05
M0ALA,Allocated,Amateur Full Radio Licence,2024-08-16,1996-09-09
M0ALB,Allocated,Amateur Full Radio Licence,2024-07-21,1996-09-09
M0ALC,Allocated,Amateur Full Radio Licence,2024-06-21,1996-09-09
M0ALD,Allocated,Amateur Full Radio Licence,2024-06-25,1996-09-09
M0ALE,Allocated,Amateur Full Radio Licence,2024-08-23,1996-09-09
M0ALF,Allocated,Amateur Full Radio Licence,2024-08-23,1996-09-10
M0ALG,Allocated,Amateur Full Radio Licence,2024-08-23,1996-09-11
M0ALH,Allocated,Amateur Full Radio Licence,2024-08-04,2013-02-11
M0ALI,Reserved,,,
M0ALJ,Allocated,Amateur Full Radio Licence,2024-08-23,1996-09-12
M0ALK,Allocated,Amateur Full Radio Licence,2024-08-23,1996-09-12
M0ALL,Allocated,Amateur Full Radio Licence,2024-06-19,2023-01-13
M0ALM,Allocated,Amateur Full Radio Licence,2024-08-29,1996-09-13
M0ALN,Allocated,Amateur Full Radio Licence,2024-03-11,2016-07-28
M0ALO,Allocated,Amateur Full Radio Licence,2024-08-24,1996-09-13
M0ALP,Reserved,Amateur Full Radio Licence,,
M0ALQ,Allocated,Amateur Full Radio Licence,2024-08-23,1996-09-17
M0ALR,Allocated,Amateur Full Radio Licence,2024-06-06,1996-09-17
M0ALS,Allocated,Amateur Full Radio Licence,2024-08-18,1996-09-18
M0ALT,Allocated,Amateur Full Radio Licence,2024-03-13,1996-09-18
M0ALU,Reserved,,,
M0ALV,Available,,,
M0ALW,Allocated,Amateur Full Radio Licence,2024-08-03,1996-09-17
M0ALX,Allocated,Amateur Full Radio Licence,2024-08-27,1996-09-18
M0ALY,Allocated,Amateur Full Radio Licence,2024-08-16,1996-09-18
M0ALZ,Allocated,Amateur Full Radio Licence,2024-08-27,1996-09-18
M0AMA,Reserved,,,
M0AMB,Allocated,Amateur Full Radio Licence,2024-08-16,1996-09-18
M0AMC,Reserved,,,
M0AMD,Reserved,,,
M0AME,Allocated,Amateur Full Radio Licence,2024-08-18,1996-09-18
M0AMF,Allocated,Amateur Full Radio Licence,2024-07-04,1996-09-18
M0AMG,Reserved,,,
M0AMH,Reserved,,,
M0AMI,Allocated,Amateur Full Radio Licence,2024-04-09,1996-09-19
M0AMJ,Allocated,Amateur Full Radio Licence,2024-03-05,1996-09-20
M0AMK,Reserved,,,
M0AML,Reserved,,,
M0AMM,Allocated,Amateur Full Radio Licence,2024-08-28,2003-11-11
M0AMN,Allocated,Amateur Full Radio Licence,2024-03-06,1996-09-25
M0AMO,Allocated,Amateur Full Radio Licence,2024-06-02,1996-09-25
M0AMP,Allocated,Amateur Full Radio Licence,2024-08-15,1996-09-25
M0AMQ,Allocated,Amateur Full Radio Licence,2024-03-06,1996-09-25
M0AMR,Reserved,,,
M0AMS,Allocated,Amateur Full Radio Licence,2024-06-20,1999-10-01
M0AMT,Reserved,,,
M0AMU,Reserved,,,
M0AMV,Allocated,Amateur Full Radio Licence,2025-03-10,1996-10-01
M0AMW,Allocated,Amateur Full Radio Licence,2024-08-16,1996-10-01
M0AMX,Allocated,Amateur Full Radio Licence,2024-08-24,1996-10-01
M0AMY,Reserved,Amateur Full Radio Licence,,
M0AMZ,Allocated,Amateur Full Radio Licence,2024-08-16,1996-10-02
M0ANA,Reserved,,,
M0ANB,Reserved,Amateur Full Radio Licence,,
M0ANC,Allocated,Amateur Full Radio Licence,2024-08-04,2011-10-31
M0AND,Reserved,,,
M0ANE,Reserved,,,
M0ANF,Reserved,Amateur Full Radio Licence,,
M0ANG,Allocated,Amateur Full Radio Licence,2024-08-28,2004-10-07
M0ANH,Allocated,Amateur Full Radio Licence,2024-08-19,1996-10-09
M0ANI,Reserved,,,
M0ANJ,Reserved,,,
M0ANK,Allocated,Amateur Full Radio Licence,2024-12-20,1996-10-10
M0ANL,Reserved,Amateur Full Radio Licence,,
M0ANM,Reserved,Amateur Full Radio Licence,,
M0ANN,Allocated,Amateur Full Radio Licence,2024-08-05,2008-04-07
M0ANO,Allocated,Amateur Full Radio Licence,2024-09-02,1996-10-15
M0ANP,Allocated,Amateur Full Radio Licence,2024-08-04,2012-03-08
M0ANQ,Allocated,Amateur Full Radio Licence,2024-04-27,1996-10-15
M0ANR,Reserved,,,
M0ANS,Allocated,Amateur Full Radio Licence,2024-05-11,1996-10-15
M0ANT,Allocated,Amateur Full Radio Licence,2024-06-26,2018-11-28
M0ANU,Allocated,Amateur Full Radio Licence,2024-08-19,1996-10-15
M0ANV,Allocated,Amateur Full Radio Licence,2024-08-19,1996-10-15
M0ANW,Reserved,,,
M0ANX,Allocated,Amateur Full Radio Licence,2024-08-21,1996-10-16
M0ANY,Reserved,,,
M0ANZ,Reserved,Amateur Full Radio Licence,,
M0AOA,Allocated,Amateur Full Radio Licence,2024-03-22,1998-10-21
M0AOB,Allocated,Amateur Full Radio Licence,2024-08-21,1996-10-21
M0AOC,Reserved,Amateur Full Radio Licence,,
M0AOD,Allocated,Amateur Full Radio Licence,2024-08-27,1996-10-21
M0AOE,Reserved,,,
M0AOF,Allocated,Amateur Full Radio Licence,2024-04-21,1996-10-21
M0AOG,Reserved,Amateur Full Radio Licence,,
M0AOH,Allocated,Amateur Full Radio Licence,2024-03-21,1996-10-23
M0AOI,Allocated,Amateur Full Radio Licence,2024-06-06,1996-10-23
M0AOJ,Allocated,Amateur Full Radio Licence,2024-08-22,1996-10-24
M0AOK,Allocated,Amateur Full Radio Licence,2024-08-22,1996-10-24
M0AOL,Allocated,Amateur Full Radio Licence,2024-06-08,1996-10-24
M0AOM,Allocated,Amateur Full Radio Licence,2024-08-16,1996-10-24
M0AON,Reserved,,,
M0AOO,Reserved,,,
M0AOP,Allocated,Amateur Full Radio Licence,2024-03-21,1996-10-24
M0AOQ,Allocated,Amateur Full Radio Licence,2024-09-05,1996-10-25
M0AOR,Reserved,Amateur Full Radio Licence,,
M0AOS,Reserved,,,
M0AOT,Allocated,Amateur Full Radio Licence,2024-08-19,1996-10-25
M0AOU,Reserved,,,
M0AOV,Allocated,Amateur Full Radio Licence,2024-07-15,1996-10-28
M0AOW,Reserved,,,
M0AOX,Reserved,,,
M0AOY,Allocated,Amateur Full Radio Licence,2024-08-28,1996-10-29
M0AOZ,Allocated,Amateur Full Radio Licence,2024-06-09,2015-03-27
M0APA,Reserved,,,
M0APB,Reserved,,,
M0APC,Allocated,Amateur Full Radio Licence,2024-08-21,1996-11-05
M0APD,Allocated,Amateur Full Radio Licence,2024-03-22,1996-11-05
M0APE,Reserved,,,
M0APF,Allocated,Amateur Club Radio Licence,2024-03-04,1996-11-07
M0APG,Allocated,Amateur Full Radio Licence,2024-08-18,1996-11-07
M0APH,Allocated,Amateur Full Radio Licence,2024-09-05,1996-11-08
M0API,Reserved,Amateur Full Radio Licence,,
M0APJ,Reserved,Amateur Full Radio Licence,,
M0APK,Allocated,Amateur Full Radio Licence,2024-06-27,1996-11-11
M0APL,Allocated,Amateur Full Radio Licence,2024-08-21,1996-11-11
M0APM,Reserved,,,
M0APN,Allocated,Amateur Full Radio Licence,2024-08-22,1996-11-11
M0APO,Allocated,Amateur Full Radio Licence,2024-08-28,1996-11-11
M0APP,Reserved,,,
M0APQ,Reserved,,,
M0APR,Reserved,,,
M0APS,Allocated,Amateur Full Radio Licence,2024-08-21,1996-11-12
M0APT,Allocated,Amateur Full Radio Licence,2024-06-02,2016-08-02
M0APU,Reserved,,,
M0APV,Reserved,Amateur Full Radio Licence,,
M0APW,Reserved,Amateur Full Radio Licence,,
M0APX,Allocated,Amateur Full Radio Licence,2024-08-21,1996-11-14
M0APY,Allocated,Amateur Full Radio Licence,2024-08-29,2005-11-14
M0APZ,Allocated,Amateur Full Radio Licence,2024-08-16,1996-11-14
M0AQA,Allocated,Amateur Full Radio Licence,2024-08-16,1996-11-15
M0AQB,Reserved,,,
M0AQC,Allocated,Amateur Full Radio Licence,2024-05-22,1996-11-18
M0AQD,Reserved,,,
M0AQE,Allocated,Amateur Full Radio Licence,2024-09-05,1996-11-18
M0AQF,Allocated,Amateur Full Radio Licence,2024-08-16,1996-11-19
M0AQG,Reserved,,,
M0AQH,Allocated,Amateur Full Radio Licence,2024-08-16,1996-11-20
M0AQI,Reserved,,,
M0AQJ,Allocated,Amateur Full Radio Licence,2024-08-22,1996-11-26
M0AQK,Allocated,Amateur Full Radio Licence,2024-05-09,1996-11-26
M0AQL,Reserved,,,
M0AQM,Allocated,Amateur Full Radio Licence,2024-06-16,1996-11-27
M0AQN,Reserved,,,
M0AQO,Allocated,Amateur Full Radio Licence,2024-08-23,1996-12-03
M0AQP,Allocated,Amateur Full Radio Licence,2024-04-05,1996-12-03
M0AQQ,Allocated,Amateur Full Radio Licence,2024-08-23,1996-12-04
M0AQR,Reserved,,,
M0AQS,Allocated,Amateur Full Radio Licence,2024-04-16,2007-05-17
M0AQT,Allocated,Amateur Full Radio Licence,2024-08-23,1996-12-06
M0AQU,Reserved,,,
M0AQV,Reserved,,,
M0AQW,Allocated,Amateur Club Radio Licence,2024-07-22,1996-12-12
M0AQX,Allocated,Amateur Full Radio Licence,2024-08-20,1996-12-12
M0AQY,Allocated,Amateur Full Radio Licence,2024-06-15,1996-12-18
M0AQZ,Allocated,Amateur Full Radio Licence,2024-04-10,1996-12-18
M0ARA,Allocated,Amateur Full Radio Licence,2024-08-23,1996-12-18
M0ARB,Reserved,,,
M0ARC,Allocated,Amateur Club Radio Licence,2024-11-13,2013-12-30
M0ARD,Allocated,Amateur Full Radio Licence,2024-04-02,2004-12-18
M0ARE,Reserved,Amateur Full Radio Licence,,
M0ARF,Allocated,Amateur Full Radio Licence,2024-06-05,1996-12-18
M0ARG,Reserved,,,
M0ARH,Allocated,Amateur Full Radio Licence,2024-08-25,1996-12-18
M0ARI,Reserved,,,
M0ARJ,Reserved,,,
M0ARK,Allocated,Amateur Full Radio Licence,2024-08-19,1996-12-19
M0ARL,Allocated,Amateur Full Radio Licence,2024-11-17,2004-07-31
M0ARM,Allocated,Amateur Full Radio Licence,2024-05-02,2008-02-21
M0ARN,Reserved,,,
M0ARO,Allocated,Amateur Full Radio Licence,2024-08-25,1996-12-19
M0ARP,Allocated,Amateur Full Radio Licence,2024-08-19,1996-12-20
M0ARQ,Allocated,Amateur Full Radio Licence,2024-08-19,1996-12-20
M0ARR,Reserved,Amateur Full Radio Licence,,
M0ARS,Reserved,,,
M0ART,Reserved,Amateur Full Radio Licence,,
M0ARU,Reserved,,,
M0ARV,Allocated,Amateur Full Radio Licence,2024-08-19,1996-12-20
M0ARW,Allocated,Amateur Full Radio Licence,2025-07-31,1996-12-23
M0ARX,Allocated,Amateur Full Radio Licence,2024-08-30,1996-12-23
M0ARY,Allocated,Amateur Full Radio Licence,2024-06-20,1996-12-23
M0ARZ,Allocated,Amateur Full Radio Licence,2024-05-06,1996-12-23
M0ASA,Allocated,Amateur Full Radio Licence,2024-08-19,1996-12-23
M0ASB,Allocated,Amateur Full Radio Licence,2024-08-23,1996-12-24
M0ASC,Allocated,Amateur Full Radio Licence,2024-08-24,1996-12-24
M0ASD,Allocated,Amateur Full Radio Licence,2024-05-29,1996-12-24
M0ASE,Reserved,Amateur Full Radio Licence,,
M0ASF,Reserved,Amateur Full Radio Licence,,
M0ASG,Allocated,Amateur Full Radio Licence,2024-08-19,1996-12-30
M0ASH,Allocated,Amateur Full Radio Licence,2024-08-22,1996-12-30
M0ASI,Allocated,Amateur Full Radio Licence,2024-08-29,2005-12-30
M0ASJ,Allocated,Amateur Full Radio Licence,2024-06-13,1996-12-30
M0ASK,Reserved,,,
M0ASL,Allocated,Amateur Full Radio Licence,2024-08-19,1996-12-31
M0ASM,Reserved,,,
M0ASN,Allocated,Amateur Full Radio Licence,2024-08-30,1996-12-31
M0ASO,Reserved,Amateur Full Radio Licence,,
M0ASP,Allocated,Amateur Full Radio Licence,2024-06-15,1997-01-02
M0ASQ,Reserved,,,
M0ASR,Allocated,Amateur Full Radio Licence,2024-03-06,1997-01-06
M0AST,Allocated,Amateur Full Radio Licence,2024-05-03,2024-05-03
M0ASU,Allocated,Amateur Full Radio Licence,2024-08-29,2004-01-06
M0ASV,Allocated,Amateur Full Radio Licence,2024-08-21,1997-01-07
M0ASW,Allocated,Amateur Full Radio Licence,2024-06-09,1997-01-07
M0ASX,Reserved,,,
M0ASY,Allocated,Amateur Full Radio Licence,2024-08-02,2010-05-27
M0ASZ,Allocated,Amateur Full Radio Licence,2024-08-03,1997-01-13
M0ATA,Allocated,Amateur Full Radio Licence,2024-08-28,1997-01-13
M0ATB,Allocated,Amateur Full Radio Licence,2024-08-17,1997-01-15
